"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"99495199999","2017-01-01","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  68.6","24","9999.9"," 0","1022.6","24","999.9"," 0","999.9"," 0","  0.0","24","999.9","999.9","  73.4","*","  63.3","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-02","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  72.9","24","9999.9"," 0","1022.6","24","999.9"," 0","999.9"," 0","  0.0","24","999.9","999.9","  74.7","*","  71.1","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-03","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  74.2","24","9999.9"," 0","1017.8","24","999.9"," 0","999.9"," 0","  0.0","24","999.9","999.9","  82.0","*","  68.7","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-04","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  74.4","24","9999.9"," 0","1012.7","24","999.9"," 0","999.9"," 0","  0.0","24","999.9","999.9","  79.9","*","  70.2","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-05","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.8","24","9999.9"," 0","1013.2","24","999.9"," 0","999.9"," 0","  0.0","24","999.9","999.9","  73.9","*","  60.1","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-06","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.8","24","9999.9"," 0","1015.9","24","999.9"," 0","999.9"," 0","  0.0","24","999.9","999.9","  72.3","*","  61.7","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-07","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  73.1","17","9999.9"," 0","1015.2","17","999.9"," 0","999.9"," 0","  0.0","17","999.9","999.9","  76.3","*","  72.0","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-08","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  54.2"," 9","9999.9"," 0","1031.6"," 9","999.9"," 0","999.9"," 0","  0.0"," 9","999.9","999.9","  55.9","*","  48.0","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-09","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  59.4","24","9999.9"," 0","1033.4","24","999.9"," 0","999.9"," 0","  0.0","24","999.9","999.9","  63.5","*","  49.3","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-10","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  64.5","24","9999.9"," 0","1031.0","24","999.9"," 0","999.9"," 0","  0.0","24","999.9","999.9","  66.9","*","  61.2","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-11","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  65.9","17","9999.9"," 0","1028.5","17","999.9"," 0","999.9"," 0","  0.0","17","999.9","999.9","  70.2","*","  60.8","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-12","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.2","24","9999.9"," 0","1027.7","24","999.9"," 0","999.9"," 0","  0.0","24","999.9","999.9","  70.3","*","  66.4","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-13","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  68.4","24","9999.9"," 0","1029.5","24","999.9"," 0","999.9"," 0","  0.0","24","999.9","999.9","  71.6","*","  66.6","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-14","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  71.3","15","9999.9"," 0","1029.4","15","999.9"," 0","999.9"," 0","  0.0","15","999.9","999.9","  72.1","*","  69.6","*"," 0.00","I","999.9","000000"
"99495199999","2017-01-15","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  71.9","24","9999.9"," 0","1026.2","24","999.9"," 0","999.9"," 0","  0.0","24","999.9","999.9","  72.5","*","  70.5","*"," 0.00","I","999.9","000000"
