"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72429793812","2016-01-01","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  32.7","24","  23.6","24","1026.6","22","008.0","24"," 10.0","24","  9.4","24"," 15.0"," 19.0","  39.9"," ","  28.0"," "," 0.00","G","999.9","000000"
"72429793812","2016-01-02","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  32.6","24","  24.0","24","1023.6","24","005.0","24"," 10.0","24","  7.5","24"," 12.0","999.9","  43.0"," ","  25.0"," "," 0.00","G","999.9","000000"
"72429793812","2016-01-03","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  32.6","24","  25.5","24","1018.7","23","000.4","24"," 10.0","24","  6.3","24"," 11.1"," 15.9","  43.0"," ","  25.0"," "," 0.00","G","999.9","000000"
"72429793812","2016-01-04","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  32.0","24","  22.5","24","1026.6","18","007.8","24"," 10.0","24","  7.9","24"," 11.1","999.9","  37.0"," ","  26.1"," "," 0.00","G","999.9","001000"
"72429793812","2016-01-05","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  24.5","24","  13.9","24","1036.4","24","017.5","24"," 10.0","24","  3.5","24","  8.9","999.9","  36.0"," ","  16.0"," "," 0.00","G","999.9","000000"
"72429793812","2016-01-06","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  26.7","24","  17.2","24","1031.5","24","012.6","24"," 10.0","24","  2.0","24","  8.0","999.9","  44.1"," ","  16.0"," "," 0.00","G","999.9","000000"
"72429793812","2016-01-07","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  29.7","24","  23.2","24","1023.9","24","005.3","24","  9.6","24","  0.7","24","  4.1","999.9","  50.0"," ","  17.1"," "," 0.00","G","999.9","000000"
"72429793812","2016-01-08","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  38.8","24","  38.1","24","1015.6","19","996.9","24","  7.4","24","  1.5","24","  6.0","999.9","  50.0"," ","  19.0"," "," 0.09","G","999.9","010000"
"72429793812","2016-01-09","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  47.8","24","  46.2","24","1010.8","16","993.7","24","  8.5","24","  4.7","24","  8.9","999.9","  53.1"," ","  32.0"," "," 0.24","G","999.9","100000"
"72429793812","2016-01-10","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  35.5","24","  32.6","24","1007.4","20","988.7","24","  7.1","24"," 12.4","24"," 22.0"," 32.1","  53.1"," ","  19.0"," "," 0.50","G","999.9","111000"
"72429793812","2016-01-11","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  15.3","24","   9.2","24","1022.5","20","003.8","24","  9.9","24","  9.0","24"," 17.1"," 24.1","  24.1","*","  10.0","*"," 0.07","G","999.9","001000"
"72429793812","2016-01-12","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  27.9","24","  18.8","24","1015.4","18","995.5","24","  8.0","24"," 12.2","24"," 19.0"," 33.0","  34.0"," ","   9.0"," "," 0.00","G","999.9","001000"
"72429793812","2016-01-13","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  15.2","24","   6.0","24","1024.3","24","005.4","23"," 10.0","24","  6.0","24","  9.9","999.9","  34.0"," ","   7.0"," "," 0.01","G","999.9","000000"
"72429793812","2016-01-14","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  33.4","24","  23.8","24","1014.3","24","995.8","24"," 10.0","24","  5.8","24"," 15.9","999.9","  54.0"," ","   7.0"," "," 0.00","G","999.9","000000"
"72429793812","2016-01-15","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  40.4","24","  31.4","24","1005.6","22","987.0","24","  9.7","24","  5.7","24"," 13.0"," 20.0","  54.0"," ","  19.0"," "," 0.00","G","999.9","010000"
"72429793812","2016-01-16","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  35.0","24","  31.4","24","1008.9","14","990.1","24","  7.4","24","  9.3","24"," 14.0"," 22.0","  50.0"," ","  30.0"," "," 0.10","G","999.9","000000"
"72429793812","2016-01-17","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  27.8","24","  19.8","24","1015.8","17","997.4","24","  9.4","24","  7.9","24"," 17.1"," 27.0","  37.9"," ","  16.0"," "," 0.00","G","999.9","001000"
"72429793812","2016-01-18","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  10.2","24","  -1.6","24","1026.4","24","007.4","24"," 10.0","24","  9.3","24"," 13.0"," 21.0","  15.1","*","   6.1","*"," 0.00","G","999.9","000000"
"72429793812","2016-01-19","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  13.2","24","   0.5","24","1033.0","22","013.7","24","  9.9","24","  4.7","23","  9.9","999.9","  21.9"," ","   6.1"," "," 0.00","G","999.9","001000"
"72429793812","2016-01-20","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  17.9","24","  11.9","24","1027.7","20","008.5","24","  7.6","24","  2.9","24","  7.0","999.9","  21.9"," ","   9.0"," "," 0.04","G","999.9","001000"
"72429793812","2016-01-21","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  21.5","24","  14.0","24","1028.4","24","009.5","24","  9.4","24","  4.4","24","  8.0","999.9","  28.9"," ","  15.1"," "," 0.05","G","999.9","000000"
"72429793812","2016-01-22","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  24.1","24","  16.4","24","1020.9","23","002.0","24","  9.0","24","  9.1","24"," 15.9"," 28.9","  28.9"," ","  16.0"," "," 0.00","G","999.9","001000"
