"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"99495199999","2015-01-01","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  71.3","24","9999.9"," 0","1023.0","24","999.9"," 0","999.9"," 0"," 12.2","24"," 15.9","999.9","  72.5","*","  69.8","*"," 0.00","I","999.9","000000"
"99495199999","2015-01-02","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  70.4","24","9999.9"," 0","1023.7","24","999.9"," 0","999.9"," 0","  7.2","24"," 11.1","999.9","  72.9","*","  68.5","*"," 0.00","I","999.9","000000"
"99495199999","2015-01-03","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  74.3","24","9999.9"," 0","1023.9","24","999.9"," 0","999.9"," 0"," 10.7","24"," 15.0","999.9","  75.4","*","  72.7","*"," 0.00","I","999.9","000000"
"99495199999","2015-01-04","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  75.8","24","9999.9"," 0","1024.0","24","999.9"," 0","999.9"," 0"," 10.2","24"," 15.0","999.9","  82.0","*","  72.5","*"," 0.00","I","999.9","000000"
"99495199999","2015-01-05","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  70.3","24","9999.9"," 0","1026.4","24","999.9"," 0","999.9"," 0"," 11.6","24"," 22.0","999.9","  75.6","*","  66.4","*"," 0.00","I","999.9","000000"
"99495199999","2015-01-06","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  72.0","24","9999.9"," 0","1026.4","24","999.9"," 0","999.9"," 0","  7.9","24"," 17.1","999.9","  78.1","*","  66.9","*"," 0.00","I","999.9","000000"
"99495199999","2015-01-07","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  64.9","24","9999.9"," 0","1022.7","24","999.9"," 0","999.9"," 0","  9.1","24"," 13.0","999.9","  72.7","*","  57.9","*"," 0.00","I","999.9","000000"
"99495199999","2015-01-08","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  58.7","24","9999.9"," 0","1024.8","24","999.9"," 0","999.9"," 0"," 20.9","24"," 33.0","999.9","  63.7","*","  47.5","*"," 0.00","I","999.9","000000"
"99495199999","2015-01-09","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  62.6","24","9999.9"," 0","1024.6","24","999.9"," 0","999.9"," 0"," 12.0","24"," 20.0","999.9","  67.3","*","  56.3","*"," 0.00","I","999.9","000000"
"99495199999","2015-01-10","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  59.2","24","9999.9"," 0","1026.6","24","999.9"," 0","999.9"," 0"," 14.2","24"," 19.0","999.9","  68.5","*","  52.2","*"," 0.00","I","999.9","000000"
