"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72429793812","2019-01-01","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  47.8","24","  40.2","24","1018.4","24","000.3","24","  9.9","24","  8.7","24"," 21.0"," 33.0","  63.0"," ","  34.0"," "," 1.01","G","999.9","000000"
"72429793812","2019-01-02","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  41.4","24","  37.1","24","1023.3","21","004.9","24","  8.8","24","  3.6","24"," 12.0","999.9","  53.1"," ","  39.0"," "," 0.00","G","999.9","000000"
"72429793812","2019-01-03","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  38.4","24","  30.8","24","1019.9","22","001.5","24"," 10.0","24","  5.3","24"," 12.0"," 17.1","  44.1"," ","  34.0"," "," 0.00","G","999.9","000000"
"72429793812","2019-01-04","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  37.4","24","  31.3","24","1012.3","19","994.2","24","  5.9","24","  3.4","24"," 12.0","999.9","  53.1"," ","  28.9"," "," 0.00","G","999.9","010000"
"72429793812","2019-01-05","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  42.3","24","  36.4","24","1010.5","22","992.0","24","  9.0","24","  6.8","24"," 11.1"," 17.1","  53.1"," ","  28.9"," "," 0.26","G","999.9","010000"
"72429793812","2019-01-06","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  40.2","24","  35.6","24","1021.4","21","003.1","24","  6.8","24","  2.8","24","  7.0","999.9","  53.1"," ","  30.0"," "," 0.00","G","999.9","100000"
"72429793812","2019-01-07","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  48.8","24","  38.4","24","1018.7","24","000.5","24"," 10.0","24","  7.0","24"," 19.0"," 25.1","  61.0"," ","  30.0"," "," 0.00","G","999.9","010000"
"72429793812","2019-01-08","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  56.5","24","  44.1","24","1012.4","18","994.4","24"," 10.0","24"," 13.7","24"," 21.0"," 41.0","  64.9"," ","  43.0"," "," 0.00","G","999.9","000000"
"72429793812","2019-01-09","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  34.1","24","  18.5","24","1020.6","24","002.3","24","  9.8","24"," 12.3","24"," 18.1"," 31.1","  46.9","*","  25.0","*"," 0.00","G","999.9","001000"
"72429793812","2019-01-10","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  25.2","24","  13.6","24","1028.5","23","009.6","24","  9.5","24","  6.8","24"," 11.1"," 17.1","  43.0"," ","  23.0"," "," 0.00","G","999.9","001000"
"72429793812","2019-01-11","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  29.5","24","  18.2","24","1029.9","23","011.2","24"," 10.0","24","  3.7","24","  6.0","999.9","  35.1"," ","  23.0"," "," 0.00","G","999.9","000000"
"72429793812","2019-01-12","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  31.4","24","  25.8","24","1027.9","14","008.9","24","  5.9","24","  3.7","24","  6.0","999.9","  35.1"," ","  27.0"," "," 0.12","G","999.9","011000"
"72429793812","2019-01-13","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  32.5","24","  29.0","24","1023.3","16","004.6","24","  5.5","24","  7.0","24"," 12.0","999.9","  34.0"," ","  28.9"," "," 0.49","G","999.9","011000"
"72429793812","2019-01-14","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  30.3","24","  24.8","24","1027.7","20","009.1","24","  8.4","24","  4.1","24","  8.0","999.9","  34.0"," ","  26.1"," "," 0.04","G","999.9","000000"
"72429793812","2019-01-15","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  23.3","24","  20.2","24","1027.2","16","008.2","24","  3.6","24","  2.7","24","  8.9","999.9","  32.0"," ","  15.1"," "," 0.00","G","999.9","100000"
"72429793812","2019-01-16","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  34.1","24","  29.4","24","1024.3","21","005.8","24","  7.0","24","  5.2","24"," 11.1"," 15.9","  36.0","*","  32.0","*"," 0.00","G","999.9","010000"
"72429793812","2019-01-17","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  35.8","24","  32.5","24","1023.5","16","003.5","24","  7.4","24","  1.3","24","  6.0","999.9","  39.9"," ","  33.1"," "," 0.01","G","999.9","010000"
"72429793812","2019-01-18","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  37.3","24","  32.8","24","1020.7","19","002.0","24","  9.1","24","  4.4","24","  8.9","999.9","  41.0"," ","  33.1"," "," 0.16","G","999.9","000000"
"72429793812","2019-01-19","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  37.1","24","  33.1","24","1014.4","14","993.2","24","  6.6","24","  6.9","24"," 15.0"," 21.0","  41.0"," ","  35.1"," "," 0.00","G","999.9","010000"
"72429793812","2019-01-20","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  18.9","24","   9.6","24","1021.3","17","998.2","24","  7.0","24"," 13.5","24"," 21.0"," 33.0","  41.0"," ","  10.9"," "," 1.08","G","999.9","111000"
"72429793812","2019-01-21","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  10.2","24","  -0.8","24","1034.5","24","015.2","24"," 10.0","24","  4.2","24","  7.0","999.9","  23.0"," ","   1.0"," "," 0.04","G","999.9","000000"
"72429793812","2019-01-22","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  22.8","24","   7.7","24","1031.4","24","012.3","24"," 10.0","24","  5.4","24","  9.9","999.9","  41.0"," ","   1.0"," "," 0.00","G","999.9","000000"
"72429793812","2019-01-23","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  46.7","24","  39.9","24","1014.9","19","995.0","24","  8.0","24","  9.3","24"," 15.0"," 22.9","  52.0","*","  43.0","*"," 0.04","G","999.9","010000"
"72429793812","2019-01-24","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  30.3","24","  25.1","24","1013.0","16","993.3","24","  7.9","24","  8.7","24"," 13.0"," 18.1","  52.0"," ","  26.1"," "," 0.80","G","999.9","011000"
"72429793812","2019-01-25","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  22.1","24","   9.2","24","1024.1","20","004.6","24"," 10.0","24"," 11.2","24"," 15.9"," 22.9","  33.1"," ","  12.9"," "," 0.03","G","999.9","000000"
"72429793812","2019-01-26","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  27.8","24","  16.1","24","1022.5","24","003.8","24"," 10.0","24","  8.3","24"," 15.0"," 18.1","  36.0"," ","  12.9"," "," 0.00","G","999.9","000000"
"72429793812","2019-01-27","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  32.2","24","  20.2","24","1018.3","21","999.8","24","  9.9","24"," 10.2","24"," 17.1"," 25.1","  39.0"," ","  24.1"," "," 0.00","G","999.9","011000"
"72429793812","2019-01-28","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  33.0","24","  22.2","24","1012.7","24","994.3","24"," 10.0","24","  6.7","24"," 22.0"," 29.9","  50.0"," ","  21.0"," "," 0.00","G","999.9","010000"
"72429793812","2019-01-29","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","  22.5","24","  11.4","24","1015.6","18","997.2","24","  9.3","24"," 13.3","24"," 20.0"," 27.0","  50.0"," ","  17.1"," "," 0.06","G","999.9","011000"
"72429793812","2019-01-30","39.106","-84.41609","144.8","CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US","   7.9","24","  -4.9","24","1024.7","19","004.6","24","  8.1","24"," 11.6","24"," 19.0"," 28.0","  25.0"," ","  -0.9"," "," 0.00","G","999.9","001000"
