"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"99495199999","2019-01-01","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  72.9","24","9999.9"," 0","1022.2","24","999.9"," 0","999.9"," 0","  5.4","24"," 11.1","999.9","  75.0","*","  69.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-02","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  72.1","24","9999.9"," 0","1022.5","24","999.9"," 0","999.9"," 0","  5.1","24","  9.9","999.9","  74.7","*","  68.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-03","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  73.9","24","9999.9"," 0","1019.3","24","999.9"," 0","999.9"," 0","  8.4","24"," 14.0","999.9","  76.3","*","  70.5","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-04","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  74.7","24","9999.9"," 0","1016.5","24","999.9"," 0","999.9"," 0"," 10.2","24"," 15.9","999.9","  81.3","*","  69.8","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-05","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  68.6","24","9999.9"," 0","1016.1","24","999.9"," 0","999.9"," 0"," 10.2","24"," 13.0","999.9","  77.9","*","  64.0","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-06","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  60.4","24","9999.9"," 0","1020.8","24","999.9"," 0","999.9"," 0","  9.3","24"," 12.0","999.9","  67.6","*","  55.0","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-07","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  70.9","24","9999.9"," 0","1023.3","24","999.9"," 0","999.9"," 0","  7.5","24","  9.9","999.9","  73.2","*","  67.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-08","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.5","24","9999.9"," 0","1022.9","24","999.9"," 0","999.9"," 0","  5.2","24","  8.0","999.9","  73.2","*","  65.3","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-09","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.5","24","9999.9"," 0","1019.8","24","999.9"," 0","999.9"," 0","  9.1","24"," 14.0","999.9","  72.5","*","  61.0","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-10","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  56.3","24","9999.9"," 0","1018.5","24","999.9"," 0","999.9"," 0"," 13.7","24"," 22.0","999.9","  67.3","*","  48.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-11","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  58.5","24","9999.9"," 0","1021.0","24","999.9"," 0","999.9"," 0"," 11.1","24"," 15.0","999.9","  68.0","*","  51.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-12","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.7","24","9999.9"," 0","1023.3","24","999.9"," 0","999.9"," 0"," 12.1","24"," 15.0","999.9","  71.4","*","  67.8","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-13","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  71.0","24","9999.9"," 0","1021.6","24","999.9"," 0","999.9"," 0","  6.7","24"," 11.1","999.9","  78.6","*","  64.8","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-14","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  64.1","24","9999.9"," 0","1021.3","24","999.9"," 0","999.9"," 0"," 10.0","24"," 17.1","999.9","  72.5","*","  58.5","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-15","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  57.0","24","9999.9"," 0","1021.9","24","999.9"," 0","999.9"," 0"," 11.7","24"," 17.1","999.9","  61.0","*","  51.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-16","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  54.9","24","9999.9"," 0","1023.1","24","999.9"," 0","999.9"," 0"," 13.2","24"," 18.1","999.9","  60.3","*","  48.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-17","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  61.2","24","9999.9"," 0","1023.3","24","999.9"," 0","999.9"," 0"," 12.8","24"," 17.1","999.9","  67.1","*","  55.9","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-18","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  61.8","24","9999.9"," 0","1022.0","24","999.9"," 0","999.9"," 0","  6.0","24","  8.9","999.9","  67.5","*","  55.8","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-19","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.3","24","9999.9"," 0","1018.7","24","999.9"," 0","999.9"," 0","  6.5","24"," 15.0","999.9","  73.0","*","  60.8","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-20","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.3","24","9999.9"," 0","1012.0","24","999.9"," 0","999.9"," 0"," 15.3","24"," 21.0","999.9","  71.2","*","  58.8","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-21","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  50.1","24","9999.9"," 0","1023.4","24","999.9"," 0","999.9"," 0"," 15.4","24"," 22.0","999.9","  59.2","*","  42.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-22","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.0","24","9999.9"," 0","1028.4","24","999.9"," 0","999.9"," 0"," 16.5","24"," 20.0","999.9","  68.7","*","  60.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-23","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.6","24","9999.9"," 0","1024.8","24","999.9"," 0","999.9"," 0"," 20.4","24"," 22.9","999.9","  70.9","*","  68.0","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-24","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.8","24","9999.9"," 0","1015.8","24","999.9"," 0","999.9"," 0"," 14.4","24"," 22.0","999.9","  72.1","*","  65.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-25","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  57.1","24","9999.9"," 0","1020.4","24","999.9"," 0","999.9"," 0"," 12.3","24"," 20.0","999.9","  68.4","*","  50.9","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-26","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  60.1","24","9999.9"," 0","1021.5","24","999.9"," 0","999.9"," 0"," 20.8","24"," 26.0","999.9","  62.1","*","  54.3","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-27","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  64.6","24","9999.9"," 0","1015.0","24","999.9"," 0","999.9"," 0"," 18.6","24"," 28.9","999.9","  68.0","*","  60.8","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-28","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  54.9","24","9999.9"," 0","1012.9","24","999.9"," 0","999.9"," 0"," 21.5","24"," 34.0","999.9","  61.3","*","  50.5","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-29","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  55.2","24","9999.9"," 0","1017.2","24","999.9"," 0","999.9"," 0","  7.3","24"," 15.0","999.9","  66.0","*","  48.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-30","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  56.9","21","9999.9"," 0","1019.8","21","999.9"," 0","999.9"," 0"," 14.7","21"," 26.0","999.9","  61.3","*","  52.9","*"," 0.00","I","999.9","000000"
"99495199999","2019-01-31","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  60.6","24","9999.9"," 0","1024.7","24","999.9"," 0","999.9"," 0"," 16.8","24"," 25.1","999.9","  64.0","*","  53.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-01","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  65.1","24","9999.9"," 0","1024.2","24","999.9"," 0","999.9"," 0"," 10.6","24"," 14.0","999.9","  66.9","*","  62.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-02","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.2","24","9999.9"," 0","1021.5","24","999.9"," 0","999.9"," 0","  9.0","24"," 15.9","999.9","  68.0","*","  63.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-03","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  64.1","24","9999.9"," 0","1017.5","24","999.9"," 0","999.9"," 0","  4.2","24","  9.9","999.9","  68.2","*","  62.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-04","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  60.8","24","9999.9"," 0","1017.8","24","999.9"," 0","999.9"," 0"," 10.6","24"," 17.1","999.9","  62.8","*","  59.0","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-05","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  60.7","24","9999.9"," 0","1019.7","24","999.9"," 0","999.9"," 0","  7.6","24"," 11.1","999.9","  63.3","*","  57.4","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-06","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  63.6","24","9999.9"," 0","1021.7","24","999.9"," 0","999.9"," 0","  5.3","24","  8.9","999.9","  65.3","*","  61.7","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-07","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  67.6","24","9999.9"," 0","1022.4","24","999.9"," 0","999.9"," 0","  3.8","24","  7.0","999.9","  70.5","*","  65.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-08","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.1","24","9999.9"," 0","1023.6","24","999.9"," 0","999.9"," 0","  5.3","24","  9.9","999.9","  68.7","*","  63.9","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-09","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.1","24","9999.9"," 0","1026.0","24","999.9"," 0","999.9"," 0"," 10.5","24"," 19.0","999.9","  70.5","*","  63.7","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-10","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.8","24","9999.9"," 0","1026.5","24","999.9"," 0","999.9"," 0"," 11.5","24"," 18.1","999.9","  67.8","*","  65.3","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-11","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  68.2","24","9999.9"," 0","1022.5","24","999.9"," 0","999.9"," 0","  7.7","24"," 13.0","999.9","  69.6","*","  66.7","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-12","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.8","24","9999.9"," 0","1019.0","24","999.9"," 0","999.9"," 0","  8.6","24"," 19.0","999.9","  71.4","*","  68.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-13","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  63.6","24","9999.9"," 0","1018.0","24","999.9"," 0","999.9"," 0"," 15.2","24"," 25.1","999.9","  74.7","*","  58.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-14","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  59.4","24","9999.9"," 0","1019.2","24","999.9"," 0","999.9"," 0"," 13.2","24"," 22.9","999.9","  65.5","*","  53.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-15","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  64.0","24","9999.9"," 0","1016.8","24","999.9"," 0","999.9"," 0","  7.9","24"," 14.0","999.9","  66.6","*","  62.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-16","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  68.0","24","9999.9"," 0","1014.0","24","999.9"," 0","999.9"," 0","  6.7","24"," 13.0","999.9","  77.0","*","  60.4","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-17","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  68.0","24","9999.9"," 0","1015.5","24","999.9"," 0","999.9"," 0","  6.4","24"," 13.0","999.9","  74.8","*","  63.7","*"," 0.00","I","999.9","000000"
"99495199999","2019-02-18","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  71.5"," 9","9999.9"," 0","1017.6"," 9","999.9"," 0","999.9"," 0","  8.6"," 9"," 12.0","999.9","  74.3","*","  69.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-07","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  65.0"," 7","9999.9"," 0","1026.0"," 7","999.9"," 0","999.9"," 0","  6.9"," 7","  8.0","999.9","  65.7","*","  63.3","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-08","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  65.9","24","9999.9"," 0","1024.4","24","999.9"," 0","999.9"," 0","  5.8","24","  9.9","999.9","  68.5","*","  62.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-09","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.0","24","9999.9"," 0","1020.9","24","999.9"," 0","999.9"," 0","  5.1","24","  8.0","999.9","  71.1","*","  67.3","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-10","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  71.0","24","9999.9"," 0","1021.5","24","999.9"," 0","999.9"," 0","  8.1","24"," 14.0","999.9","  72.3","*","  69.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-11","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  72.2","24","9999.9"," 0","1022.6","24","999.9"," 0","999.9"," 0","  7.0","24"," 12.0","999.9","  77.0","*","  69.4","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-12","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.9","24","9999.9"," 0","1021.3","24","999.9"," 0","999.9"," 0","  9.3","24"," 18.1","999.9","  74.1","*","  67.5","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-13","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  70.1","13","9999.9"," 0","1021.7","13","999.9"," 0","999.9"," 0"," 10.0","13"," 12.0","999.9","  70.5","*","  69.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-14","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  70.7","23","9999.9"," 0","1021.6","23","999.9"," 0","999.9"," 0"," 11.2","23"," 15.0","999.9","  71.4","*","  70.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-15","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  71.5","24","9999.9"," 0","1021.2","24","999.9"," 0","999.9"," 0","  5.7","24"," 12.0","999.9","  76.8","*","  69.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-16","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  70.5","24","9999.9"," 0","1020.4","24","999.9"," 0","999.9"," 0","  7.8","24"," 15.0","999.9","  74.3","*","  65.5","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-17","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.6","24","9999.9"," 0","1018.9","24","999.9"," 0","999.9"," 0"," 16.0","24"," 24.1","999.9","  68.0","*","  64.0","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-18","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  64.5","24","9999.9"," 0","1018.2","24","999.9"," 0","999.9"," 0"," 21.6","24"," 26.0","999.9","  66.2","*","  62.8","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-19","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  64.6","24","9999.9"," 0","1019.5","24","999.9"," 0","999.9"," 0"," 17.7","24"," 22.9","999.9","  66.7","*","  63.0","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-20","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  64.9","24","9999.9"," 0","1017.8","24","999.9"," 0","999.9"," 0"," 15.1","24"," 26.0","999.9","  68.7","*","  61.5","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-21","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  65.0","20","9999.9"," 0","1016.2","20","999.9"," 0","999.9"," 0"," 14.3","20"," 22.0","999.9","  71.4","*","  63.3","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-22","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  62.2","24","9999.9"," 0","1017.5","24","999.9"," 0","999.9"," 0","  8.0","24"," 12.0","999.9","  70.3","*","  55.9","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-23","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  62.7","24","9999.9"," 0","1021.7","24","999.9"," 0","999.9"," 0","  7.5","24"," 11.1","999.9","  70.5","*","  56.3","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-24","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.4","24","9999.9"," 0","1024.3","24","999.9"," 0","999.9"," 0","  7.7","24"," 11.1","999.9","  71.2","*","  67.5","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-25","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  70.4","24","9999.9"," 0","1021.0","24","999.9"," 0","999.9"," 0","  5.4","24","  8.9","999.9","  72.3","*","  68.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-26","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.1","24","9999.9"," 0","1016.9","24","999.9"," 0","999.9"," 0","  7.3","24","  9.9","999.9","  72.3","*","  64.9","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-27","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  65.5","24","9999.9"," 0","1017.2","24","999.9"," 0","999.9"," 0"," 14.4","24"," 35.0","999.9","  70.5","*","  60.4","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-28","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  68.6","24","9999.9"," 0","1021.3","24","999.9"," 0","999.9"," 0"," 20.9","24"," 26.0","999.9","  70.3","*","  63.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-29","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  70.1","24","9999.9"," 0","1022.0","24","999.9"," 0","999.9"," 0"," 13.2","24"," 15.9","999.9","  70.9","*","  68.5","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-30","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  70.4","24","9999.9"," 0","1019.9","24","999.9"," 0","999.9"," 0","  8.0","24"," 14.0","999.9","  72.0","*","  68.5","*"," 0.00","I","999.9","000000"
"99495199999","2019-03-31","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.9","24","9999.9"," 0","1017.8","24","999.9"," 0","999.9"," 0","  6.7","24"," 13.0","999.9","  73.4","*","  66.4","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-01","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  69.7","24","9999.9"," 0","1018.0","24","999.9"," 0","999.9"," 0"," 10.1","24"," 17.1","999.9","  73.8","*","  67.3","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-02","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  67.9","24","9999.9"," 0","1018.2","24","999.9"," 0","999.9"," 0","  8.4","24"," 15.0","999.9","  75.2","*","  62.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-03","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  68.2","24","9999.9"," 0","1023.8","24","999.9"," 0","999.9"," 0"," 14.5","24"," 19.0","999.9","  70.5","*","  66.4","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-04","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  71.4","24","9999.9"," 0","1025.4","24","999.9"," 0","999.9"," 0"," 11.2","24"," 15.9","999.9","  72.7","*","  70.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-05","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  72.8","24","9999.9"," 0","1021.1","24","999.9"," 0","999.9"," 0","  9.7","24"," 17.1","999.9","  74.3","*","  72.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-06","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  72.5","24","9999.9"," 0","1021.1","24","999.9"," 0","999.9"," 0","  4.7","24","  9.9","999.9","  75.4","*","  70.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-07","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  74.7","24","9999.9"," 0","1022.0","24","999.9"," 0","999.9"," 0","  7.5","24","  9.9","999.9","  75.7","*","  73.8","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-08","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  75.4","24","9999.9"," 0","1019.2","24","999.9"," 0","999.9"," 0"," 11.4","24"," 21.0","999.9","  76.3","*","  74.5","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-09","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  76.1","24","9999.9"," 0","1013.1","24","999.9"," 0","999.9"," 0"," 11.3","24"," 18.1","999.9","  82.0","*","  71.8","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-10","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  74.1","24","9999.9"," 0","1009.2","24","999.9"," 0","999.9"," 0"," 10.1","24"," 15.9","999.9","  78.8","*","  69.4","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-11","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  75.0","24","9999.9"," 0","1011.9","24","999.9"," 0","999.9"," 0","  7.6","24"," 11.1","999.9","  75.9","*","  74.1","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-12","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  76.1","24","9999.9"," 0","1015.8","24","999.9"," 0","999.9"," 0","  9.9","24"," 12.0","999.9","  77.0","*","  75.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-13","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  76.3","24","9999.9"," 0","1017.0","24","999.9"," 0","999.9"," 0"," 12.7","24"," 15.0","999.9","  77.0","*","  75.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-14","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  76.8","24","9999.9"," 0","1014.8","24","999.9"," 0","999.9"," 0"," 13.5","24"," 20.0","999.9","  79.0","*","  75.4","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-15","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  75.2","24","9999.9"," 0","1014.9","24","999.9"," 0","999.9"," 0"," 10.6","24"," 14.0","999.9","  81.3","*","  71.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-16","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  72.2","24","9999.9"," 0","1020.8","24","999.9"," 0","999.9"," 0","  9.8","24"," 13.0","999.9","  73.8","*","  66.6","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-17","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  74.4","24","9999.9"," 0","1020.4","24","999.9"," 0","999.9"," 0","  9.9","24"," 13.0","999.9","  74.8","*","  73.8","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-18","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  75.5","24","9999.9"," 0","1017.2","24","999.9"," 0","999.9"," 0"," 14.1","24"," 19.0","999.9","  77.4","*","  74.3","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-19","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  76.9","24","9999.9"," 0","1012.5","24","999.9"," 0","999.9"," 0"," 16.2","24"," 21.0","999.9","  82.2","*","  70.0","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-20","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  68.9","24","9999.9"," 0","1013.8","24","999.9"," 0","999.9"," 0"," 11.8","24"," 15.9","999.9","  73.8","*","  62.2","*"," 0.00","I","999.9","000000"
"99495199999","2019-04-21","27.862","-80.445","10.0","SEBASTIAN INLET STATE PARK, FL US","  66.1","24","9999.9"," 0","1019.4","24","999.9"," 0","999.9"," 0","  6.8","24","  8.9","999.9","  69.8","*","  61.3","*"," 0.00","I","999.9","000000"
